StartTime	EndTime	Value
3078140	3081900	long shot
3081900	3083420	shoulder closeup
3083420	3085340	long shot
3085340	3088620	shoulder closeup
3088620	3092780	medium shot,[TO],medium closeup
3092780	3096220	shoulder closeup
3096220	3097980	long shot
3097980	3101460	medium long shot,[TO],medium closeup
3101460	3103860	extreme long shot
3103860	3107260	medium long shot
3107260	3120820	medium shot
3120820	3121900	medium closeup
3121900	3130020	shoulder closeup
3130020	3146060	medium long shot,[TO],medium closeup
3146060	3160460	medium closeup
3160460	3163460	medium long shot
3163460	3166940	shoulder closeup
3166940	3169500	medium long shot
3169500	3223660	medium shot,[TO],medium long shot
3223660	3227580	long shot
3227580	3234580	medium long shot
3234580	3238420	medium closeup
3238420	3240500	medium long shot
3240500	3242060	medium closeup
3242060	3243380	medium long shot
3243380	3244940	medium closeup
3244940	3250580	medium long shot
3250580	3253900	medium closeup
3253900	3257180	medium long shot
3257180	3259140	medium shot
3259140	3260860	medium long shot
3260860	3263180	medium shot
3263180	3280580	medium long shot,[TO],medium closeup
3280580	3285180	medium long shot
3285180	3288220	shoulder closeup
3288220	3295980	medium shot
3295980	3299940	shoulder closeup
3299940	3304020	medium long shot
3304020	3306580	medium closeup
3306580	3308820	medium shot
3308820	3311220	medium closeup
3311220	3322460	medium long shot
3322460	3340740	shoulder closeup
3340740	3343500	medium shot
3343500	3345740	medium closeup
3345740	3350180	medium shot
3350180	3358940	medium closeup
3358940	3360580	medium closeup
3360580	3363300	medium closeup
3363300	3367820	medium shot
3367820	3375380	shoulder closeup
3375380	3376740	closeup
3376740	3387900	shoulder closeup
3387900	3393700	medium shot
3393700	3397620	medium closeup
3397620	3405180	medium shot
3405180	3407620	medium closeup
3407620	3409740	medium closeup
3409740	3412100	medium closeup
3412100	3416340	medium closeup
3416340	3419740	medium closeup
3419740	3422140	medium shot
3422140	3426020	medium shot
3426020	3432660	medium long shot
3432660	3435820	medium shot
3435820	3440060	medium shot
3440060	3442020	medium shot
3442020	3443620	medium long shot
3443620	3444700	medium shot
3444700	3450260	medium shot
3450260	3453300	medium shot
3453300	3459500	medium shot
3459500	3461460	medium shot
3461460	3466580	medium long shot
3466580	3468660	medium long shot
3468660	3470140	medium shot
3470140	3472700	medium shot
3472700	3474540	medium long shot
3474540	3475940	medium closeup
3475940	3479380	medium long shot
3479380	3480740	medium long shot
3480740	3494380	medium long shot,[TO],medium shot
3494380	3499220	medium closeup
3499220	3500300	medium closeup
3500300	3505700	shoulder closeup
3505700	3513700	shoulder closeup
3513700	3520700	long shot
3520700	3524300	long shot
3524300	3527860	long shot
3527860	3534700	medium long shot
3534700	3542540	medium long shot
3542540	3547740	medium closeup
3547740	3551860	medium closeup
3551860	3555260	medium closeup
3555260	3561860	long shot
3561860	3577500	closeup,[TO],medium long shot
3577500	3586180	medium shot,[TO],medium long shot
3586180	3589780	medium closeup
3589780	3593100	medium shot
3593100	3596060	medium long shot
3596060	3598380	medium long shot
3598380	3603300	medium shot
3603300	3605180	closeup,[TO],medium closeup
3605180	3607500	shoulder closeup
3607500	3609900	medium closeup
3609900	3614420	medium shot
3614420	3620500	medium shot,[TO],medium closeup
3620500	3622980	medium shot
3622980	3629260	medium shot
3629260	3631460	medium closeup
3631460	3632420	medium closeup
3632420	3633740	medium shot
3633740	3635540	medium closeup
3635540	3639940	medium closeup
3639940	3641980	medium long shot
3641980	3644420	medium long shot
3644420	3646420	medium closeup
3646420	3648740	medium closeup
3648740	3650300	medium closeup
3650300	3652780	medium closeup,[TO],medium shot
3652780	3668460	medium long shot
3668460	3669820	medium closeup
3669820	3671620	medium closeup
3671620	3673900	medium closeup
3673900	3675220	medium long shot
3675220	3676860	medium closeup
3676860	3678100	medium closeup
3678100	3680260	medium closeup
3680260	3682380	medium long shot
3682380	3701220	medium shot
